0: g0-s7, g1-s0, y0-s6, y1-s5, b0-s0, b1-s5, 
1: g0-s7->s2, g1-s0, g2-s7, g3-s0, y0-s6, y1-s5, y2-s6, y3-s5, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, g8-s7, g9-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, y8-s6, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
464: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2, g6-s0, g7-s7->s2, g8-s0, g9-s1, y0-s1->s2, y1-s5, y2-s1, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6, y8-s5, y9-s2->s4, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
465: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s2, g6-s0, g7-s7->s2, g8-s0, g9-s1, y0-s1->s2, y1-s5, y2-s1, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6, y8-s5, y9-s2->s4, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
466: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s2->s1, g6-s0, g7-s7->s2, g8-s0, g9-s1, y0-s1->s2, y1-s5, y2-s1, y3-s1, y4-s5, y5-s4->s2, y6-s5, y7-s6, y8-s5, y9-s2->s4, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
467: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1, y0-s1->s2, y1-s5, y2-s1, y3-s1, y4-s5, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s0->s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
468: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1, y0-s1->s2, y1-s5, y2-s1, y3-s1, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s0->s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
469: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s2, y1-s5, y2-s1, y3-s1->s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s0->s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
470: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s2->s4, y1-s5, y2-s1, y3-s1->s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
471: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s2->s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
472: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s2->s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1->s3, b1-s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
473: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s2->s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1->s3, b1-s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
474: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2->s1, g8-s0, g9-s1->s2, y0-s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
475: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2->s1, g8-s0, g9-s1->s2, y0-s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
476: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2->s1, g8-s0, g9-s1->s2, y0-s4, y1-s5, y2-s1, y3-s5, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
477: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1->s0, g6-s0, g7-s2->s1, g8-s0, g9-s2, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s5, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
478: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1->s0, g6-s0, g7-s2->s1, g8-s0, g9-s2->s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s5->s1, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
479: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1->s0, g6-s0, g7-s2->s1, g8-s0, g9-s2->s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s5->s1, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
480: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s2->s1, g8-s0, g9-s2->s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s1, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3, b1-s3->s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
481: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s2->s1, g8-s0, g9-s2->s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s1, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3->s5, b1-s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
482: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2->s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s1, y5-s2->s1, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3->s5, b1-s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
483: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7, y0-s4, y1-s5, y2-s1->s2, y3-s5, y4-s1, y5-s2->s1, y6-s5, y7-s4, y8-s5, y9-s4->s6, b0-s3->s5, b1-s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
484: g0-s0->s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7, y0-s4->s6, y1-s5, y2-s1->s2, y3-s5, y4-s1, y5-s2->s1, y6-s5, y7-s4, y8-s5, y9-s6, b0-s3->s5, b1-s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
485: g0-s0->s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7->s2, y0-s4->s6, y1-s5, y2-s2, y3-s5, y4-s1->s2, y5-s2->s1, y6-s5, y7-s4->s2, y8-s5, y9-s6, b0-s3->s5, b1-s1, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
486: g0-s0->s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7->s2, y0-s4->s6, y1-s5, y2-s2->s4, y3-s5, y4-s1->s2, y5-s2->s1, y6-s5, y7-s4->s2, y8-s5, y9-s6, b0-s3->s5, b1-s1, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
487: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7->s2, y0-s4->s6, y1-s5, y2-s2->s4, y3-s5, y4-s1->s2, y5-s2->s1, y6-s5, y7-s4->s2, y8-s5, y9-s6, b0-s3->s5, b1-s1, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
488: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7->s2, y0-s4->s6, y1-s5, y2-s2->s4, y3-s5, y4-s1->s2, y5-s2->s1, y6-s5, y7-s4->s2, y8-s5, y9-s6, b0-s3->s5, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
489: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s7->s2, y0-s4->s6, y1-s5, y2-s2->s4, y3-s5, y4-s1->s2, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s6->s4, b0-s3->s5, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
490: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s4->s6, y1-s5, y2-s4, y3-s5, y4-s1->s2, y5-s1, y6-s5->s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
491: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1->s0, g8-s0, g9-s2, y0-s4->s6, y1-s5, y2-s4, y3-s5, y4-s1->s2, y5-s1, y6-s5->s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
492: g0-s1, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1->s0, g8-s0, g9-s2, y0-s4->s6, y1-s5, y2-s4, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
493: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s1->s0, g8-s0, g9-s2, y0-s4->s6, y1-s5, y2-s4, y3-s5, y4-s2, y5-s1, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
494: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s2->s4, y5-s1->s5, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
495: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s2->s4, y5-s1->s5, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
496: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s2->s4, y5-s5, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
497: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s2->s4, y5-s5, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
498: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1, y7-s2->s1, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
499: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1, y7-s1, y8-s5, y9-s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
500: g0-s1->s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1, y7-s1, y8-s5, y9-s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
501: g0-s2, g1-s0, g2-s0, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1->s2, y7-s1, y8-s5, y9-s4, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
502: g0-s2->s7, g1-s0, g2-s0->s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1->s2, y7-s1, y8-s5, y9-s4->s2, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
503: g0-s2->s7, g1-s0, g2-s0->s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s4, y5-s5, y6-s1->s2, y7-s1->s5, y8-s5, y9-s4->s2, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
504: g0-s2->s7, g1-s0, g2-s0->s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s1->s2, y7-s1->s5, y8-s5, y9-s4->s2, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
505: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s1->s2, y7-s5, y8-s5, y9-s4->s2, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
506: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s2->s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s1->s2, y7-s5, y8-s5, y9-s2, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
507: g0-s7, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s1->s2, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
508: g0-s7, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s1->s2, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s5, 
509: g0-s7->s2, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s4->s6, y5-s5, y6-s2, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s5, 
510: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s5, 
511: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
512: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
513: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1->s0, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
514: g0-s2, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1->s0, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s5, y9-s2->s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
515: g0-s2->s1, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s1->s0, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s5, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
516: g0-s2->s1, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s4, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s5, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
517: g0-s2->s1, g1-s0, g2-s1->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s4->s2, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s5->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
518: g0-s2->s1, g1-s0, g2-s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s4->s2, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s5->s1, y9-s1->s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
519: g0-s2->s1, g1-s0, g2-s2->s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s4->s2, y1-s5, y2-s6->s4, y3-s5, y4-s6, y5-s5, y6-s4, y7-s5, y8-s1, y9-s1->s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5, b8-s0, b9-s5, 
520: g0-s2->s1, g1-s0, g2-s2->s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s4->s2, y1-s5, y2-s4, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5, b8-s0, b9-s5, 
521: g0-s2->s1, g1-s0, g2-s2->s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2, y1-s5, y2-s4, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
522: g0-s2->s1, g1-s0, g2-s2->s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2, y1-s5, y2-s4, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
523: g0-s1, g1-s0, g2-s2->s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5, y2-s4, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
524: g0-s1, g1-s0, g2-s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5, y2-s4, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
525: g0-s1, g1-s0, g2-s7, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5, y2-s4->s2, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
526: g0-s1, g1-s0, g2-s7->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5, y2-s4->s2, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
527: g0-s1->s0, g1-s0, g2-s7->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5, y2-s4->s2, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
528: g0-s1->s0, g1-s0, g2-s7->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5->s1, y2-s4->s2, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s1->s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
529: g0-s1->s0, g1-s0, g2-s7->s2, g3-s0, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s2->s1, y1-s5->s1, y2-s2, y3-s5, y4-s6->s4, y5-s5, y6-s4->s6, y7-s5, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
