0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
4174: g0-s2, g1-s1, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2, y0-s5, y1-s6->s4, y2-s2->s1, y3-s4->s6, y4-s2, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s1->s3, b1-s0, b2-s1, b3-s1, b4-s0->s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
4175: g0-s2, g1-s1, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s5, y1-s6->s4, y2-s1, y3-s4->s6, y4-s2, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s1->s3, b1-s0, b2-s1, b3-s1, b4-s0->s1, b5-s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
4176: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s5->s1, y1-s6->s4, y2-s1, y3-s6, y4-s2, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s1->s3, b1-s0, b2-s1, b3-s1->s0, b4-s1, b5-s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
4177: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s5->s1, y1-s6->s4, y2-s1, y3-s6, y4-s2, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3, b1-s0, b2-s1->s3, b3-s1->s0, b4-s1, b5-s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
4178: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s6->s4, y2-s1, y3-s6, y4-s2, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3, b1-s0, b2-s1->s3, b3-s1->s0, b4-s1, b5-s3->s1, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
4179: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s4, y2-s1, y3-s6, y4-s2, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3, b1-s0, b2-s1->s3, b3-s0, b4-s1, b5-s3->s1, b6-s0->s1, b7-s5->s3, b8-s0, b9-s5, 
4180: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s4->s2, y2-s1->s5, y3-s6, y4-s2, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s1->s3, b3-s0, b4-s1, b5-s3->s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4181: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s4->s2, y2-s1->s5, y3-s6->s4, y4-s2, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s1->s3, b3-s0, b4-s1, b5-s3->s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4182: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s4->s2, y2-s5, y3-s6->s4, y4-s2, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s1->s3, b3-s0, b4-s1, b5-s3->s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4183: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s1, y1-s4->s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s3->s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4184: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4185: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4186: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s1, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4187: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s1->s0, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
4188: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s1->s0, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s3->s5, b1-s0, b2-s3, b3-s0, b4-s1->s3, b5-s1, b6-s1, b7-s3, b8-s0->s1, b9-s5->s3, 
4189: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s1->s0, y0-s1, y1-s2, y2-s5->s1, y3-s6->s4, y4-s2->s1, y5-s4, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1, b6-s1->s3, b7-s3, b8-s0->s1, b9-s5->s3, 
4190: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s1, y1-s2, y2-s5->s1, y3-s6->s4, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1, b6-s1->s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
4191: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1, b6-s1->s3, b7-s3->s1, b8-s1, b9-s5->s3, 
4192: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1->s0, b6-s1->s3, b7-s3->s1, b8-s1, b9-s5->s3, 
4193: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1->s0, b6-s1->s3, b7-s3->s1, b8-s1, b9-s5->s3, 
4194: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1, y5-s4->s6, y6-s2, y7-s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1->s0, b6-s1->s3, b7-s3->s1, b8-s1, b9-s5->s3, 
4195: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1, y5-s4->s6, y6-s2, y7-s2, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s3->s1, b8-s1->s3, b9-s5->s3, 
4196: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s1->s5, y5-s4->s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s1, b8-s1->s3, b9-s5->s3, 
4197: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s1->s5, y5-s4->s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s0, b6-s3, b7-s1, b8-s1->s3, b9-s3, 
4198: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s4->s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s1, b8-s1->s3, b9-s3, 
4199: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s4->s6, y6-s2->s1, y7-s2->s4, y8-s2, y9-s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s1, b8-s1->s3, b9-s3->s1, 
4200: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6, y6-s2->s1, y7-s4, y8-s2, y9-s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s1->s0, b8-s1->s3, b9-s3->s1, 
4201: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6, y6-s2->s1, y7-s4, y8-s2, y9-s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s1->s0, b8-s3, b9-s3->s1, 
4202: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6, y6-s2->s1, y7-s4, y8-s2, y9-s1->s2, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s1->s0, b8-s3, b9-s3->s1, 
4203: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6, y6-s2->s1, y7-s4, y8-s2, y9-s1->s2, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s0, b8-s3, b9-s3->s1, 
4204: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4, y8-s2, y9-s1->s2, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s0, b8-s3, b9-s3->s1, 
4205: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4, y8-s2, y9-s1->s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1, 
4206: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s0, b8-s3, b9-s1, 
4207: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s1->s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s1, 
4208: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s1->s2, b0-s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s1->s0, 
4209: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s1->s2, b0-s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s1->s0, 
4210: g0-s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s2, b0-s3, b1-s1->s3, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s1->s0, 
4211: g0-s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
4212: g0-s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3->s1, b1-s1->s3, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
4213: g0-s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1->s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
4214: g0-s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s1->s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
4215: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4, y6-s5, y7-s4->s6, y8-s1, y9-s2->s4, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
4216: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4, y6-s5, y7-s6, y8-s1, y9-s4, b0-s3->s1, b1-s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4217: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4, y6-s5, y7-s6, y8-s1, y9-s4, b0-s1, b1-s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4218: g0-s0, g1-s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4, y6-s5, y7-s6, y8-s1->s5, y9-s4, b0-s1, b1-s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4219: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4, y6-s5, y7-s6, y8-s1->s5, y9-s4, b0-s1, b1-s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4220: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6, y8-s5, y9-s4, b0-s1, b1-s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4221: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1, b1-s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4222: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s4, b0-s1->s0, b1-s3, b2-s3, b3-s1->s3, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4223: g0-s0, g1-s2->s7, g2-s1, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s0, b1-s3, b2-s3->s1, b3-s1->s3, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4224: g0-s0, g1-s7, g2-s1, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s5->s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s0, b1-s3, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
4225: g0-s0, g1-s7, g2-s1, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s5->s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s5, b9-s0, 
4226: g0-s0, g1-s7->s2, g2-s1, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s5, b9-s0, 
4227: g0-s0, g1-s7->s2, g2-s1, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2->s4, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
4228: g0-s0, g1-s7->s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2->s4, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s3->s1, b3-s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
4229: g0-s0, g1-s7->s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2->s4, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s1, b3-s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
4230: g0-s0, g1-s7->s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2->s4, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s1, b3-s3, b4-s5->s3, b5-s1, b6-s5, b7-s0->s1, b8-s5, b9-s0, 
4231: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s1->s0, b3-s3, b4-s5->s3, b5-s1, b6-s5, b7-s0->s1, b8-s5, b9-s0, 
4232: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s5, y9-s4->s6, b0-s0, b1-s3->s5, b2-s1->s0, b3-s3, b4-s5->s3, b5-s1, b6-s5, b7-s0->s1, b8-s5, b9-s0, 
4233: g0-s0->s1, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s5, y9-s6, b0-s0, b1-s3->s5, b2-s1->s0, b3-s3, b4-s3, b5-s1->s3, b6-s5->s3, b7-s1, b8-s5, b9-s0, 
4234: g0-s0->s1, g1-s2, g2-s0, g3-s2, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5->s1, y9-s6, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s3, b5-s1->s3, b6-s5->s3, b7-s1, b8-s5, b9-s0, 
4235: g0-s0->s1, g1-s2, g2-s0, g3-s2->s7, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5->s1, y9-s6, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s3, b5-s1->s3, b6-s5->s3, b7-s1, b8-s5, b9-s0, 
4236: g0-s1, g1-s2, g2-s0, g3-s2->s7, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s3->s1, b5-s1->s3, b6-s5->s3, b7-s1, b8-s5, b9-s0->s1, 
