0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
498: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7, g5-s1, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s5, y3-s4, y4-s5, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s0, b1-s5, b2-s0, b3-s5, b4-s1, b5-s3->s5, b6-s3->s1, b7-s1, b8-s5->s3, b9-s1, 
499: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s1, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s5, y3-s4, y4-s5, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s0->s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s3->s5, b6-s3->s1, b7-s1->s3, b8-s5->s3, b9-s1, 
500: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s1, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s5->s1, y3-s4->s2, y4-s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s0->s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s3->s5, b6-s3->s1, b7-s1->s3, b8-s5->s3, b9-s1, 
501: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s1, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s5->s1, y3-s4->s2, y4-s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s0->s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s3->s5, b6-s1, b7-s1->s3, b8-s5->s3, b9-s1, 
502: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s1->s0, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s1, b1-s5, b2-s0, b3-s5, b4-s0, b5-s3->s5, b6-s1, b7-s1->s3, b8-s5->s3, b9-s1, 
503: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s1->s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s2->s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s3->s5, b6-s1, b7-s1->s3, b8-s3, b9-s1, 
504: g0-s2, g1-s1, g2-s2, g3-s0, g4-s2, g5-s1->s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s3->s5, b6-s1, b7-s1->s3, b8-s3, b9-s1, 
505: g0-s2, g1-s1, g2-s2, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s3->s5, b6-s1->s0, b7-s3, b8-s3->s1, b9-s1->s3, 
506: g0-s2, g1-s1, g2-s2, g3-s0, g4-s2, g5-s0, g6-s2, g7-s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s2->s1, y7-s1->s2, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s3, b8-s3->s1, b9-s1->s3, 
507: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s2, g7-s1, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s2->s1, y7-s1->s2, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s3, b8-s3->s1, b9-s1->s3, 
508: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s2->s7, g7-s1->s0, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s2->s1, y7-s1->s2, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s3->s1, b9-s1->s3, 
509: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s2->s7, g7-s1->s0, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s2->s1, y7-s1->s2, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s3->s1, b9-s1->s3, 
510: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s1->s0, g8-s1, g9-s2, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s2->s1, y7-s1->s2, y8-s2, y9-s1, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s3->s1, b9-s1->s3, 
511: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s1, y7-s1->s2, y8-s2, y9-s1, b0-s1->s3, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
512: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s1, y7-s1->s2, y8-s2, y9-s1, b0-s1->s3, b1-s3, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
513: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s1, y7-s1->s2, y8-s2, y9-s1, b0-s1->s3, b1-s3, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
514: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s1, y7-s2, y8-s2, y9-s1->s2, b0-s1->s3, b1-s3->s1, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
515: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4->s6, y6-s1->s5, y7-s2->s4, y8-s2, y9-s1->s2, b0-s1->s3, b1-s3->s1, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
516: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4->s6, y6-s1->s5, y7-s2->s4, y8-s2, y9-s1->s2, b0-s1->s3, b1-s3->s1, b2-s0->s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s1, b9-s3, 
517: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4->s6, y6-s5, y7-s2->s4, y8-s2, y9-s1->s2, b0-s3, b1-s3->s1, b2-s0->s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s3->s5, 
518: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1, g9-s2->s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6, y6-s5, y7-s2->s4, y8-s2, y9-s1->s2, b0-s3, b1-s3->s1, b2-s0->s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s3->s5, 
519: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1, g9-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6, y6-s5, y7-s4, y8-s2->s1, y9-s1->s2, b0-s3, b1-s3->s1, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s3->s5, 
520: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s1->s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6, y6-s5, y7-s4, y8-s2->s1, y9-s1->s2, b0-s3, b1-s1, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
521: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s1->s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6, y6-s5, y7-s4, y8-s2->s1, y9-s1->s2, b0-s3, b1-s1, b2-s1, b3-s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
522: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s1->s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4, y8-s2->s1, y9-s2, b0-s3, b1-s1, b2-s1, b3-s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
523: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3, b1-s1, b2-s1, b3-s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
524: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3, b1-s1, b2-s1->s3, b3-s3->s1, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
525: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3, b1-s1->s0, b2-s1->s3, b3-s3->s1, b4-s1, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
526: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s2->s4, b0-s3->s5, b1-s1->s0, b2-s1->s3, b3-s3->s1, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
527: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s3->s5, b1-s1->s0, b2-s1->s3, b3-s3->s1, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
528: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5->s1, y7-s4->s6, y8-s1, y9-s4, b0-s3->s5, b1-s0, b2-s1->s3, b3-s3->s1, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
529: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5->s1, y7-s4->s6, y8-s1->s5, y9-s4, b0-s3->s5, b1-s0, b2-s1->s3, b3-s3->s1, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
530: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s1, y7-s4->s6, y8-s1->s5, y9-s4, b0-s3->s5, b1-s0, b2-s3, b3-s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
531: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s1, y7-s4->s6, y8-s5, y9-s4, b0-s3->s5, b1-s0, b2-s3, b3-s1, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
532: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4, y6-s1, y7-s4->s6, y8-s5, y9-s4, b0-s3->s5, b1-s0, b2-s3, b3-s1, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
533: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s3->s5, b1-s0, b2-s3, b3-s1, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
534: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1->s2, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s3->s5, b1-s0, b2-s3, b3-s1->s0, b4-s1->s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
535: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s1->s0, b4-s1->s3, b5-s3, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
536: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s1->s0, b4-s3, b5-s3->s1, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
537: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s7, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
538: g0-s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s7, g9-s0, y0-s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
539: g0-s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
540: g0-s1->s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
541: g0-s1->s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
542: g0-s1->s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
543: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s4, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5->s1, y9-s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s3, b5-s1, b6-s3, b7-s5->s3, b8-s0, b9-s5, 
544: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5->s1, y9-s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s3, b7-s3, b8-s0, b9-s5->s3, 
545: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s3, b7-s3, b8-s0, b9-s5->s3, 
546: g0-s0, g1-s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s3, b7-s3, b8-s0, b9-s5->s3, 
547: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1->s0, b6-s3, b7-s3->s1, b8-s0, b9-s5->s3, 
548: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4->s6, y1-s1->s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1->s0, b6-s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
549: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4->s6, y1-s1->s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1->s0, b6-s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
550: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4->s6, y1-s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
551: g0-s0, g1-s2->s7, g2-s1, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4->s6, y1-s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s3->s1, b8-s1, b9-s5->s3, 
552: g0-s0, g1-s7, g2-s1, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4->s6, y1-s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s3->s1, b8-s1, b9-s5->s3, 
553: g0-s0, g1-s7, g2-s1->s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4->s6, y1-s5, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1, b8-s1, b9-s3, 
554: g0-s0, g1-s7->s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1, b8-s1, b9-s3, 
555: g0-s0, g1-s7->s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1, b8-s1, b9-s3, 
556: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1->s0, b8-s1->s3, b9-s3->s1, 
557: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1->s0, b8-s1->s3, b9-s3->s1, 
558: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1->s0, b8-s1->s3, b9-s3->s1, 
559: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5->s1, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s1, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s3->s1, 
560: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5->s1, y2-s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s1, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s3->s1, 
